In inventory?,target_url,target_url_domain,final_url,final_url_domain,final_url_mimetype,final_url_live,target_url_redirects,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,final_url_status_code,,Status check function,Status check Flat,Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
co.yuma.az.us,co.yuma.az.us,az.us,,,,,,,,,,,,,Connection failure,Connection failure,co.young.tx.us,,,,County,,Texas,"Young County, TX -- Note added 7/10/15 6:33",http://co.young.tx.us/,6/6/13 18:08
co.henry.oh.us,co.henry.oh.us,oh.us,,,,,,,,,,,,,Connection failure,Connection failure,co.yuma.az.us,,,,County,,Arizona,"Yuma County, AZ -- Note added 12/13/13 13:02",http://co.yuma.az.us/,6/6/13 18:08
coburgoregon.org,coburgoregon.org,coburgoregon.org,https://www.coburgoregon.org/,coburgoregon.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,co.zapata.tx.us,,,,County,,Texas,"Zapata County, TX -- Note added 7/10/15 6:32",http://co.zapata.tx.us/,6/6/13 18:08
colbertcounty.org,colbertcounty.org,colbertcounty.org,https://colbertcounty.org/,colbertcounty.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,co.zavala.tx.us,,,,County,,Texas,"Zavala County, TX -- Note added 7/10/15 6:31",http://co.zavala.tx.us/,6/6/13 18:08
colts-neck.nj.us,colts-neck.nj.us,nj.us,,,,,,,,,,,,,200,200,coab.us,,,,Local,,Florida,"City of Atlantic Beach, FL -- Note added 7/26/13 18:04",http://coab.us/,6/6/13 18:09
collegevilletownship.com,collegevilletownship.com,collegevilletownship.com,https://www.collegevilletownship.com/,collegevilletownship.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,coahomacounty.net,,,,County,,Mississippi,"Coahoma County, MS -- Note added 7/23/14 15:03",http://coahomacounty.net/,6/6/13 18:08
columbustexas.net,columbustexas.net,columbustexas.net,,,,,,,,,,,,,200,200,coalcity-il.com,,,,Local,,Illinois,"Village of Coal City, IL -- Note added 7/1/14 20:10",http://coalcity-il.com/,6/6/13 18:08
conewagotwpadamsco.us,conewagotwpadamsco.us,conewagotwpadamsco.us,http://ww38.conewagotwpadamsco.us/,conewagotwpadamsco.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,coastalbendareacfc.org,Combined Federal Campaign,,,Federal,,Texas,Coastal Bend Area Combined Federal Campaign (CFC) -- Note added 9/9/13 19:00,http://www.coastalbendareacfc.org/_root/,6/6/13 18:08
colorado.com,colorado.com,colorado.com,https://www.colorado.com/,colorado.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,Connection failure,Connection failure,coastalcarolinacfc.org,Combined Federal Campaign,,,Federal,,South Carolina,costal carolina cfc -- Note added 8/28/15 13:40,http://coastalcarolinacfc.org/,6/6/13 18:08
correctionenterprises.com,correctionenterprises.com,correctionenterprises.com,,,,,,,,,,,,,200,200,coatesville.org,,,,Local,,Pennsylvania,"City of Coatesville, PA -- Note added 9/9/14 19:37",http://www.coatesville.org/,6/6/13 18:08
cooperstownny.org,cooperstownny.org,cooperstownny.org,https://www.cooperstownny.org/,cooperstownny.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,cob.org,,,,Local,,Washington,"City of Bellingham, WA -- Note added 11/24/14 6:47",http://cob.org/,6/6/13 18:08
riandsemacfc.org,riandsemacfc.org,riandsemacfc.org,,,,,,,,Combined Federal Campaign,,,,,200,200,cob.us,,,,Local,,Texas,"City of Brownsville, TX -- Note added 12/5/13 15:21",http://www.cob.us/,6/6/13 18:08
countyofnewaygo.com,countyofnewaygo.com,countyofnewaygo.com,https://www.newaygocountymi.gov/,newaygocountymi.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,cobank.com,Farm Credit Administration,,,Federal,,,CoBank is a member of the Farm Credit System -- Note added 6/14/13 18:58,#N/A,6/6/13 18:08
craigak.com,craigak.com,craigak.com,https://www.craigak.com/,craigak.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,cobbcounty.org,,,,County,,Georgia,"Cobb County, Ga -- Note added 8/25/15 14:46",http://cobbcounty.org/,6/6/13 18:08
crookedlake.govoffice2.com,crookedlake.govoffice2.com,govoffice2.com,https://crookedlaketownship.com/,crookedlaketownship.com,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,coburgoregon.org,,,,Local,,Oregon,"City of Coburg, OR -- Note added 6/18/14 6:45",http://coburgoregon.org/,6/6/13 18:08
crystalcitymo.org,crystalcitymo.org,crystalcitymo.org,https://crystalcitymo.org/,crystalcitymo.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,cocoafl.org,,,,Local,,Florida,"The City of Cocoa, FL -- Note added 6/17/15 11:59",http://www.cocoafl.org/,6/6/13 18:08
cumberlandtownship.com,cumberlandtownship.com,cumberlandtownship.com,,,,,,,,,,,,,200,200,coconutcreek.net,,,,Local,,Florida,"City of Coconut Creek, FL -- Note added 9/9/13 19:01",http://coconutcreek.net/,6/6/13 18:08
colo-iowa.org,colo-iowa.org,colo-iowa.org,,,,,,,,,,,,,200,200,codb.us,,,,Local,,Florida,"City of Daytona Beach, FL -- Note added 6/6/13 18:09",http://codb.us/,6/6/13 18:09
covington.va.us,covington.va.us,va.us,https://covington.va.us/,va.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,codington.org,,,,County,,South Dakota,"Codington County, SD -- Note added 7/17/14 5:27",http://codington.org/,6/6/13 18:08
cyberdriveillinois.com,cyberdriveillinois.com,cyberdriveillinois.com,https://www.ilsos.gov/,ilsos.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,codofil.org,,,,Local,,Louisiana,"The Council for the Development of French in Louisiana, or CODOFIL (French -- Note added 6/6/13 18:09",http://www.crt.state.la.us/cultural-development/codofil/,6/6/13 18:09
danburytownship.com,danburytownship.com,danburytownship.com,https://danburytownship.com/,danburytownship.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,codorustownship.org,,,,Local,,Pennsylvania,"Township of Codorus, York County, PA -- Note added 2/1/16 16:38",http://codorustownship.org/,2/1/16 16:37
dawsoncounty.org,dawsoncounty.org,dawsoncounty.org,https://www.dawsoncountyga.gov/,dawsoncountyga.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,coetownship.com,,,,Local,,Michigan,"coe township, mi -- Note added 9/3/15 14:22",http://coetownship.com/,6/6/13 18:08
dccouncil.us,dccouncil.us,dccouncil.us,https://dccouncil.gov/,dccouncil.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,coeymans.org,,,,Local,,New York,"Town of Coeymans, NY -- Note added 6/29/15 14:35",http://coeymans.org/,6/6/13 18:08
delancotownship.com,delancotownship.com,delancotownship.com,,,,,,,,,,,,,Connection failure,Connection failure,cofairhope.com,,,,Local,,Alabama,"City of Fairhope, AL - http://www.cofairhope.com/ -- Note added 7/15/13 14:57",http://cofairhope.com/,6/6/13 18:08
demarestnj.net,demarestnj.net,demarestnj.net,,,,,,,,,,,,,200,200,coffeecounty.us,,,,County,,Alabama,"Coffee County, AL -- Note added 7/17/13 13:28",http://coffeecounty.us/,7/17/13 13:28
decaturmi.org,decaturmi.org,decaturmi.org,https://decaturmi.org/,decaturmi.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,coffeecountytn.org,,,,County,,Tennessee,"Coffee County, TN -- Note added 6/24/14 6:58",http://coffeecountytn.org/,6/6/13 18:08
state.vt.us,state.vt.us,vt.us,,,,,,,,,,,,,200,200,coffeycountyks.org,,,,County,,Kansas,"Coffey County, KS -- Note added 7/1/14 6:18",http://coffeycountyks.org/,6/6/13 18:08
crawfish.org,crawfish.org,crawfish.org,https://crawfish.org/,crawfish.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,coffeyville.com,,,,Local,,Kansas,"City of Coffeyville, KS -- Note added 7/1/14 6:19",http://coffeyville.com/,6/6/13 18:08
ctg.albany.edu,ctg.albany.edu,albany.edu,https://ctg.albany.edu/,albany.edu,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,cohasset-mn.com,,,,Local,,Minnesota,"City of Cohasset, MN -- Note added 4/21/15 1:14",http://www.cohasset-mn.com/,6/6/13 18:08
culbertsonmt.com,culbertsonmt.com,culbertsonmt.com,https://culbertsonmt.com/,culbertsonmt.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,cohoes.com,,,,Local,,New York,"City of Cohoes, NY -- Note added 6/29/15 14:39",http://cohoes.com/,6/6/13 18:08
darcosc.com,darcosc.com,darcosc.com,https://www.darcosc.com/,darcosc.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,coj.net,,,,County,,Florida,"Jacksonville and Duval County, FL -- Note added 6/17/15 12:02",http://www.coj.net/,6/6/13 18:08
deerfield.il.us,deerfield.il.us,il.us,https://deerfield.il.us/,il.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colbertcounty.org,,,,County,,Alabama,"Colbert County, AL -- Note added 7/15/13 14:57",http://colbertcounty.org/,6/6/13 18:08
dietrichidaho.com,dietrichidaho.com,dietrichidaho.com,https://dietrichidaho.com/,dietrichidaho.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,coldspring.govoffice.com,,,,Local,,Minnesota,"City of Cold Spring, MN -- Note added 3/21/14 18:43",http://www.coldspring.govoffice.com/,6/6/13 18:09
kodiakak.us,kodiakak.us,kodiakak.us,https://kodiakak.us/,kodiakak.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,coldwater.org,,,,Local,,Michigan,"coldwater, mi -- Note added 9/3/15 14:22",http://www.coldwater.org/,6/6/13 18:08
laceytownship.org,laceytownship.org,laceytownship.org,,,,,,,,,,,,,Connection failure,Connection failure,colebrook-nh.com,,,,Local,,New Hampshire,"colebrook, nh -- Note added 8/28/15 18:45",http://colebrook-nh.com/Public_Documents/index,6/6/13 18:08
lacrossecounty.org,lacrossecounty.org,lacrossecounty.org,https://lacrossecounty.org/,lacrossecounty.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colecampmo.com,,,,Local,,Missouri,"City of Cole Camp, MO -- Note added 10/1/15 19:00",http://colecampmo.com/,6/6/13 18:08
lakenorden.govoffice.com,lakenorden.govoffice.com,govoffice.com,https://lakenorden.govoffice.com/,govoffice.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colecounty.org,,,,County,,Missouri,"County:  Cole County, MO. n  -- Note added 10/1/15 19:22",http://colecounty.org/,6/6/13 18:08
kylottery.com,kylottery.com,kylottery.com,https://www.kylottery.com/apps/,kylottery.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,colerain.org,,,,Local,,Ohio,"Township of Colerain, OH -- Note added 8/2/13 13:57",http://www.colerain.org/,6/6/13 18:08
laketomahawkwi.org,laketomahawkwi.org,laketomahawkwi.org,https://laketomahawkwi.org/,laketomahawkwi.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colfaxwa.org,,,,Local,,Washington,"City of Colfax, WA -- Note added 9/15/14 5:30",http://www.colfaxwa.org/,6/6/13 18:08
lancasternh.org,lancasternh.org,lancasternh.org,https://www.lancasternh.org/,lancasternh.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,coliseumboulevardplume.com,,,,State,,Alabama,"Coliseum Boulevard Plume (CBP), an area in Montgomery, Alabama, where the groundwater 10-50 feet below land surface contains trichloroethylene (TCE).  Investigation, management, and cleanup of the groundwater is being conducted by the https://www.dot.state.al.us/ Alabama Department of Transportation (ALDOT). -- Note added 9/24/14 16:14",http://coliseumboulevardplume.com/,9/24/14 16:12
deerfieldwi.com,deerfieldwi.com,deerfieldwi.com,https://www.deerfieldwi.com/,deerfieldwi.com,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,collegeparkga.com,,,,Local,,Georgia,"College Park, Ga -- Note added 8/25/15 14:46",http://collegeparkga.com/,6/6/13 18:08
dewittcountyill.com,dewittcountyill.com,dewittcountyill.com,https://dewittcountyill.com/,dewittcountyill.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,404,404,collegetownship.govoffice.com,,,,Local,,Pennsylvania,"College Township, Centre County, PA -- Note added 3/21/14 18:58",http://www.collegetownship.govoffice.com/,6/6/13 18:09
deschutes.org,deschutes.org,deschutes.org,https://www.deschutes.org/,deschutes.org,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,collegevilletownship.com,,,,Local,,Minnesota,"Collegeville Township, MN -- Note added 4/21/15 1:15",http://www.collegevilletownship.com/,6/6/13 18:08
dennistwp.org,dennistwp.org,dennistwp.org,https://dennistwp.org/,dennistwp.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colletoncounty.org,,,,County,,South Carolina,"colleton county, sc -- Note added 8/28/15 13:41",http://colletoncounty.org/,6/6/13 18:08
dillwynva.org,dillwynva.org,dillwynva.org,https://dillwynva.org/,dillwynva.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colleyville.com,,,,Local,,Texas,"City of Colleyville, TX -- Note added 7/27/15 5:59",http://www.colleyville.com/,6/6/13 18:08
dixfield.org,dixfield.org,dixfield.org,https://dixfield.org/,dixfield.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colliergov.net,,,,County,,Florida,"Collier County, FL -- Note added 6/17/15 12:04",http://www.colliergov.net/,6/6/13 18:08
draper.ut.us,draper.ut.us,ut.us,https://www.draperutah.gov/,draperutah.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,200,200,colliertownship.net,,,,Local,,Pennsylvania,"Collier Township, PA -- Note added 9/9/14 19:45",http://www.colliertownship.net/,6/6/13 18:08
dukescounty.org,dukescounty.org,dukescounty.org,,,,,,,,,,,,,Connection failure,Connection failure,collierville.com,,,,Local,,Tennessee,"Town of Collierville, TN -- Note added 6/24/14 6:59",http://collierville.com/,6/6/13 18:08
dunbartonnh.org,dunbartonnh.org,dunbartonnh.org,,,,,,,,,,,,,Connection failure,Connection failure,collingswood.com/local-government,,,,Local,,New Jersey,"collingswood, NJ -- Note added 9/15/15 19:36",http://collingswood.com/local-government,6/6/13 18:08
dickinsongov.com,dickinsongov.com,dickinsongov.com,https://dickinsongov.com/,dickinsongov.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,collinsvillealabama.net,,,,Local,,Alabama,"Town of Collinsville, AL -- Note added 7/15/13 14:58",http://collinsvillealabama.net/,6/6/13 18:08
dunescity.com,dunescity.com,dunescity.com,https://dunescity.com/,dunescity.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colmansd.com,,,,Local,,South Dakota,"City of Colman, SD -- Note added 7/17/14 5:28",http://www.colmansd.com/,6/6/13 18:08
co.grimes.tx.us,co.grimes.tx.us,tx.us,,,,,,,,,,,,,Connection failure,Connection failure,colmarmanor.org,,,,Local,,Maryland,"Colmar Manor, MD -- Note added 5/27/14 2:04",http://www.colmarmanor.org/,6/6/13 18:08
dupagetownship.com,dupagetownship.com,dupagetownship.com,https://dupagetownship.com/,dupagetownship.com,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,colo-iowa.org,,,,Local,,Iowa,"Colo, Ia -- Note added 8/25/15 20:18",http://colo-iowa.org/,6/6/13 18:08
co.hubbard.mn.us,co.hubbard.mn.us,mn.us,,,,,,,,,,,,,200,200,colonialbeachva.net,,,,Local,,Virginia,"Town of Colonial Beach, VA -- Note added 6/6/14 20:11",http://www.colonialbeachva.net/,6/6/13 18:08
co.highland.oh.us,co.highland.oh.us,oh.us,https://co.highland.oh.us/,oh.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colonie.org,,,,Local,,New York,"Town of Colonie, NY -- Note added 6/29/15 14:40",http://colonie.org/,6/6/13 18:08
co.jim-hogg.tx.us,co.jim-hogg.tx.us,tx.us,,,,,,,,,,,,,200,200,colonievillage.org,,,,Local,,New York,"Village of Colonie, NY -- Note added 6/29/15 14:42",http://colonievillage.org/,6/6/13 18:08
co.kittson.mn.us,co.kittson.mn.us,mn.us,https://co.kittson.mn.us/,mn.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,colorado.com,,,,State,,Colorado,Travel and Tourism Site for Colorado -- Note added 6/6/13 19:23,http://www.colorado.com/,6/6/13 19:11
co.hunterdon.nj.us,co.hunterdon.nj.us,nj.us,https://co.hunterdon.nj.us/,nj.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,coloradocitytexas.org,,,,Local,,Texas,"Colorado City, TX -- Note added 7/27/15 6:00",http://coloradocitytexas.org/,6/6/13 18:08
co.mclennan.tx.us,co.mclennan.tx.us,tx.us,https://co.mclennan.tx.us/,tx.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,coloradolottery.com,,,,State,,Colorado,Colorado lottery -- Note added 6/12/13 14:06,https://www.coloradolottery.com/,6/6/13 18:08
co.langlade.wi.us,co.langlade.wi.us,wi.us,https://www.co.langlade.wi.us/,wi.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,coloradonocall.com,,,,State,,Colorado,"Colorado No Call program. A private company, Data Protection Group, operates this site under contract with the Colorado Public Utilities Commission. -- Note added 7/11/14 5:54",http://coloradonocall.com/,6/6/13 18:08
co.fayette.pa.us,co.fayette.pa.us,pa.us,,,,,,,,,,,,,200,200,coloradoriverrecovery.org,,,,State,,Wyoming,"Upper Colorado River Endangered Fish Recovery Program, U.S. Fish and Wildlife Service -- Note added 7/23/14 13:45",http://www.coloradoriverrecovery.org/,6/6/13 18:08
co.le-sueur.mn.us,co.le-sueur.mn.us,mn.us,https://co.le-sueur.mn.us/,mn.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,colts-neck.nj.us,,,,Local,,New Jersey,"Colts Neck Township, NJ -- Note added 9/15/15 19:36",http://www.colts-neck.nj.us/,6/6/13 18:08
co.lincoln.wa.us,co.lincoln.wa.us,wa.us,https://www.co.lincoln.wa.us/,wa.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,columbia-city.org,,,,Local,,Oregon,"City of Columbia City, OR (On the Columbia River) -- Note added 7/23/14 15:49",http://columbia-city.org/,6/6/13 18:08
co.marathon.wi.us,co.marathon.wi.us,wi.us,https://www.co.marathon.wi.us/,wi.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,columbiacity.net,,,,Local,,Indiana,"Columbia city, In -- Note added 8/27/15 14:26",http://columbiacity.net/,6/6/13 18:08
co.martin.mn.us,co.martin.mn.us,mn.us,https://co.martin.mn.us/,mn.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,columbiaco.com,,,,County,,Washington,"Columbia County, WA -- Note added 1/22/14 17:15",http://columbiaco.com/,6/6/13 18:08
co.new-kent.va.us,co.new-kent.va.us,va.us,https://co.new-kent.va.us/,va.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,404,404,columbiacountyfla.com,,,,County,,Florida,"Columbia County, FL -- Note added 6/17/15 12:05",http://columbiacountyfla.com/default.asp,6/6/13 18:08
co.platte.mo.us,co.platte.mo.us,mo.us,https://www.co.platte.mo.us/,mo.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,columbiacountyny.com,,,,County,,New York,"Columbia County, NY -- Note added 6/29/15 14:44",http://www.columbiacountyny.com/,6/6/13 18:08
co.san-jacinto.tx.us,co.san-jacinto.tx.us,tx.us,,,,,,,,,,,,,200,200,columbiact.org,,,,Local,,Connecticut,"Town of Columbia, CT -- Note added 12/15/14 6:32",http://www.columbiact.org/,6/6/13 18:08
co.sherburne.mn.us,co.sherburne.mn.us,mn.us,,,,,,,,,,,,,200,200,columbiaillinois.com,,,,Local,,Illinois,"City of Columbia, IL -- Note added 7/1/14 20:14",http://www.columbiaillinois.com/,6/6/13 18:08
co.lucas.oh.us,co.lucas.oh.us,oh.us,https://co.lucas.oh.us/,oh.us,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,Connection failure,Connection failure,columbianacounty.org,,,,County,,Ohio,"County of Columbiana, OH -- Note added 3/13/14 15:41",http://columbianacounty.org/,6/6/13 18:08
co.stearns.mn.us,co.stearns.mn.us,mn.us,https://www.stearnscountymn.gov/,stearnscountymn.gov,text/html,TRUE,TRUE,FALSE,FALSE,,,,200,,Connection failure,Connection failure,columbianh.org,,,,Local,,New Hampshire,"columbia, nh -- Note added 8/28/15 18:46",http://columbianh.org/,6/6/13 18:08
coffeecountytn.org,coffeecountytn.org,coffeecountytn.org,,,,,,,,,,,,,Connection failure,Connection failure,columbiapa.org,,,,County,,Pennsylvania,"Columbia County, PA -- Note added 9/9/14 19:48",http://www.columbiapa.org/,6/6/13 18:08
lakezurich.org,lakezurich.org,lakezurich.org,https://lakezurich.org/,lakezurich.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,columbiasc.net,,,,Local,,South Carolina,"columbia, sc -- Note added 8/28/15 13:41",http://columbiasc.net/,6/6/13 18:08
lasc.org,lasc.org,lasc.org,,,,,,,,,,,,,200,200,columbiatn.com,,,,Local,,Tennessee,"City of Columbia, TN -- Note added 6/24/14 6:59",http://columbiatn.com/,6/6/13 18:08
leacocktwp.com,leacocktwp.com,leacocktwp.com,,,,,,,,,,,,,200,200,columbiatwp.com,,,,Local,,Michigan,"columbia township, mi -- Note added 9/3/15 14:23",http://www.columbiatwp.com/,6/6/13 18:08
laurenscoga.org,laurenscoga.org,laurenscoga.org,https://laurenscoga.org/,laurenscoga.org,text/html,TRUE,FALSE,TRUE,TRUE,,,,200,,200,200,columbiatwp.org,,,,Local,,Ohio,"Township of Columbia, OH -- Note added 3/13/14 15:44",http://columbiatwp.org/,6/6/13 18:08
townofschuyler.com,townofschuyler.com,townofschuyler.com,,,,,,,,,,,,,Connection failure,Connection failure,columbusbenningcfc.org,Combined Federal Campaign,,,Federal,,Georgia,Columbus & Ft. Benning CFC -- Note added 8/25/15 14:45,http://columbusbenningcfc.org/,6/6/13 18:08
co.traverse.mn.us,co.traverse.mn.us,mn.us,https://www.co.traverse.mn.us/,mn.us,text/html,TRUE,TRUE,TRUE,FALSE,,,,200,,200,200,columbusco.org,,,,County,,North Carolina,"columbus county, nc -- Note added 9/11/15 19:48",http://columbusco.org/,6/6/13 18:08
co.walsh.nd.us,co.walsh.nd.us,nd.us,,,,,,,,,,,,,Connection failure,Connection failure,columbusga.com,,,,Local,,Georgia,"Columbus, Ga -- Note added 8/25/15 14:45",http://columbusga.com/,6/6/13 18:08
co.snohomish.wa.us,co.snohomish.wa.us,wa.us,,,,,,,,,,,,,200,200,columbusne.us,,,,Local,,Nebraska,"City of Columbus, NE -- Note added 6/6/13 18:09",http://columbusne.us/,6/6/13 18:09
